sub_exp,trial,trail_type,dist_m,lateral_dev_m,modality,snr_db,trail_lost_all_four,elapsed_s,led_pwm,s0,s1,s2,s3,gas_adc,ambient_pct,switchover_latency_s,continued_following_or_trail_any
A_straight,1,straight,1.8,0.0006,optical,42.34,False,21.45,,2561.9,2597.9,2602.1,2603.5,0.0,0.0,,
A_straight,1,straight,1.9,0.0002,optical,45.29,False,22.58,,2570.6,2597.9,2602.1,2587.0,0.0,0.0,,
A_straight,1,straight,2.0,0.0002,optical,48.1,False,23.66,,2595.6,2597.9,2602.1,2578.9,0.0,0.0,,
A_straight,1,straight,2.1,0.0003,optical,47.99,False,24.73,,2617.6,2597.9,2602.1,2593.9,0.0,0.0,,
A_straight,1,straight,2.2,0.0001,optical,46.92,False,25.79,,2618.4,2597.9,2602.1,2621.6,0.0,0.0,,
A_straight,1,straight,2.3,0.0006,optical,42.38,False,26.86,,2596.4,2597.9,2602.1,2638.2,0.0,0.0,,
A_straight,1,straight,2.4,0.0008,optical,40.56,False,27.92,,2569.7,2597.9,2602.1,2629.3,0.0,0.0,,
A_straight,1,straight,2.5,0.0006,optical,42.48,False,28.98,,2562.1,2597.9,2602.1,2602.4,0.0,0.0,,
A_straight,1,straight,2.6,0.0001,optical,46.56,False,30.07,,2576.6,2597.9,2602.1,2582.5,0.0,0.0,,
A_straight,1,straight,2.7,0.0003,optical,48.03,False,31.15,,2602.7,2597.9,2602.1,2580.8,0.0,0.0,,
A_straight,1,straight,2.8,0.0003,optical,48.1,False,32.23,,2620.0,2597.9,2602.1,2599.4,0.0,0.0,,
A_straight,1,straight,2.9,0.0002,optical,45.9,False,33.29,,2615.0,2597.9,2602.1,2627.1,0.0,0.0,,
A_straight,1,straight,3.0,0.0007,optical,41.81,False,34.37,,2591.4,2597.9,2602.1,2638.6,0.0,0.0,,
B_curved,1,curved,0.0,0.0002,optical,48.17,False,0.02,,2620.6,2597.8,2602.2,2602.1,0.0,0.0,,
B_curved,1,curved,0.1,0.0004,optical,43.76,False,1.06,,2607.1,2596.9,2603.1,2635.2,0.0,0.0,,
B_curved,1,curved,0.2,0.001,optical,39.12,False,2.13,,2577.1,2596.0,2604.0,2645.4,0.0,0.0,,
B_curved,1,curved,0.3,0.0011,optical,37.99,False,3.19,,2552.3,2595.0,2605.0,2630.9,0.0,0.0,,
B_curved,1,curved,0.4,0.0008,optical,39.92,False,4.26,,2551.4,2594.2,2605.8,2607.1,0.0,0.0,,
B_curved,1,curved,0.5,0.0004,optical,44.92,False,5.33,,2571.7,2593.3,2606.7,2596.7,0.0,0.0,,
B_curved,1,curved,0.6,0.0003,optical,48.98,False,6.41,,2592.9,2592.6,2607.4,2609.9,0.0,0.0,,
B_curved,1,curved,0.7,0.0006,optical,41.82,False,7.47,,2596.9,2591.9,2608.1,2639.0,0.0,0.0,,
B_curved,1,curved,0.8,0.0013,optical,36.78,False,8.53,,2576.0,2591.3,2608.7,2662.8,0.0,0.0,,
B_curved,1,curved,0.9,0.0016,optical,34.76,False,9.61,,2547.6,2590.8,2609.2,2662.4,0.0,0.0,,
B_curved,1,curved,1.0,0.0016,optical,35.04,False,10.67,,2531.7,2590.4,2609.6,2640.7,0.0,0.0,,
B_curved,1,curved,1.1,0.0012,optical,37.34,False,11.76,,2539.6,2590.1,2609.9,2618.0,0.0,0.0,,
B_curved,1,curved,1.2,0.0007,optical,41.4,False,12.83,,2563.8,2589.9,2610.1,2610.6,0.0,0.0,,
B_curved,1,curved,1.3,0.0006,optical,42.89,False,13.9,,2585.5,2589.9,2610.1,2625.7,0.0,0.0,,
B_curved,1,curved,1.4,0.001,optical,38.72,False,14.97,,2587.0,2589.9,2610.1,2652.6,0.0,0.0,,
B_curved,1,curved,1.5,0.0015,optical,35.42,False,16.04,,2565.7,2590.1,2609.9,2669.2,0.0,0.0,,
B_curved,1,curved,1.6,0.0017,optical,34.41,False,17.11,,2540.9,2590.3,2609.7,2660.6,0.0,0.0,,
B_curved,1,curved,1.7,0.0015,optical,35.59,False,18.18,,2533.0,2590.7,2609.3,2634.2,0.0,0.0,,
B_curved,1,curved,1.8,0.0009,optical,39.16,False,19.25,,2548.8,2591.2,2608.8,2609.8,0.0,0.0,,
B_curved,1,curved,1.9,0.0005,optical,44.87,False,20.34,,2575.2,2591.8,2608.2,2603.9,0.0,0.0,,
B_curved,1,curved,2.0,0.0004,optical,46.66,False,21.41,,2598.1,2592.5,2607.5,2620.1,0.0,0.0,,
B_curved,1,curved,2.1,0.0007,optical,40.97,False,22.47,,2597.4,2593.2,2606.8,2644.4,0.0,0.0,,
B_curved,1,curved,2.2,0.0011,optical,37.88,False,23.54,,2576.2,2594.0,2606.0,2654.0,0.0,0.0,,
B_curved,1,curved,2.3,0.0012,optical,37.64,False,24.6,,2554.9,2594.9,2605.1,2637.7,0.0,0.0,,
B_curved,1,curved,2.4,0.0008,optical,40.51,False,25.68,,2554.7,2595.8,2604.2,2607.5,0.0,0.0,,
B_curved,1,curved,2.5,0.0001,optical,46.79,False,26.75,,2576.8,2596.7,2603.3,2584.8,0.0,0.0,,
B_curved,1,curved,2.6,0.0003,optical,48.39,False,27.83,,2606.2,2597.7,2602.3,2583.6,0.0,0.0,,
B_curved,1,curved,2.7,0.0003,optical,46.82,False,28.9,,2624.5,2598.6,2601.4,2602.7,0.0,0.0,,
B_curved,1,curved,2.8,0.0,optical,46.52,False,29.98,,2619.6,2599.6,2600.4,2622.8,0.0,0.0,,
B_curved,1,curved,2.9,0.0004,optical,45.43,False,31.07,,2600.0,2600.5,2599.5,2627.9,0.0,0.0,,
B_curved,1,curved,3.0,0.0004,optical,46.25,False,32.13,,2579.9,2601.4,2598.6,2609.9,0.0,0.0,,
B_curved,1,curved,3.1,0.0001,optical,46.86,False,33.19,,2581.8,2602.2,2597.8,2578.3,0.0,0.0,,
B_curved,1,curved,3.2,0.0007,optical,41.48,False,34.26,,2605.5,2603.0,2597.0,2558.7,0.0,0.0,,
B_curved,1,curved,3.3,0.001,optical,38.92,False,35.35,,2632.9,2603.7,2596.3,2561.3,0.0,0.0,,
B_curved,1,curved,3.4,0.0009,optical,39.46,False,36.42,,2647.2,2604.3,2595.7,2583.3,0.0,0.0,,
B_curved,1,curved,3.5,0.0004,optical,43.46,False,37.48,,2635.6,2604.8,2595.2,2605.9,0.0,0.0,,
B_curved,1,curved,3.6,0.0001,optical,50.29,False,38.57,,2613.7,2605.2,2594.8,2608.1,0.0,0.0,,
B_curved,1,curved,3.7,0.0001,optical,51.46,False,39.64,,2594.5,2605.6,2594.4,2589.1,0.0,0.0,,
B_curved,1,curved,3.8,0.0006,optical,42.31,False,40.7,,2597.8,2605.8,2594.2,2560.7,0.0,0.0,,
B_curved,1,curved,3.9,0.0011,optical,38.07,False,41.77,,2621.8,2605.9,2594.1,2546.6,0.0,0.0,,
B_curved,1,curved,4.0,0.0013,optical,37.02,False,42.85,,2645.4,2605.8,2594.2,2556.4,0.0,0.0,,
C_snr,1,switchover,,,chemical,6.0,,23.97,,2562.3,2597.9,2602.1,2601.3,520.0,0.0,0.0052,True
D_decay,1,decay,,,optical,52.04,False,,1.0,2000.0,2000.0,2000.0,2000.0,520.0,,,True
D_decay,2,decay,,,optical,51.22,False,,0.9,1820.0,1820.0,1820.0,1820.0,520.0,,,True
D_decay,3,decay,,,optical,50.32,False,,0.8,1640.0,1640.0,1640.0,1640.0,520.0,,,True
D_decay,4,decay,,,optical,49.31,True,,0.7,1460.0,1460.0,1460.0,1460.0,520.0,,,False
