sub_exp,trial,trail_type,dist_m,lateral_dev_m,modality,snr_db,trail_lost_all_four,elapsed_s,led_pwm,s0,s1,s2,s3,gas_adc,ambient_pct,switchover_latency_s,continued_following_or_trail_any
A_straight,1,straight,2.0,0.0006,optical,42.6,False,22.11,,2562.3,2597.9,2602.1,2601.5,0.0,0.0,,
A_straight,1,straight,2.1,0.0,optical,47.03,False,23.18,,2579.5,2597.9,2602.1,2581.0,0.0,0.0,,
A_straight,1,straight,2.2,0.0003,optical,47.99,False,24.26,,2605.0,2597.9,2602.1,2581.8,0.0,0.0,,
A_straight,1,straight,2.3,0.0002,optical,48.15,False,25.33,,2621.1,2597.9,2602.1,2604.0,0.0,0.0,,
A_straight,1,straight,2.4,0.0002,optical,45.49,False,26.4,,2613.5,2597.9,2602.1,2628.9,0.0,0.0,,
A_straight,1,straight,2.5,0.0007,optical,41.46,False,27.47,,2587.9,2597.9,2602.1,2638.4,0.0,0.0,,
A_straight,1,straight,2.6,0.0008,optical,40.66,False,28.55,,2565.8,2597.9,2602.1,2624.1,0.0,0.0,,
A_straight,1,straight,2.7,0.0005,optical,43.19,False,29.62,,2563.5,2597.9,2602.1,2597.5,0.0,0.0,,
A_straight,1,straight,2.8,0.0,optical,47.27,False,30.7,,2581.3,2597.9,2602.1,2580.3,0.0,0.0,,
A_straight,1,straight,2.9,0.0003,optical,47.94,False,31.78,,2607.7,2597.9,2602.1,2583.4,0.0,0.0,,
A_straight,1,straight,3.0,0.0002,optical,48.11,False,32.84,,2621.4,2597.9,2602.1,2607.5,0.0,0.0,,
B_curved,1,curved,0.0,0.0,optical,47.54,False,0.02,,2583.5,2597.8,2602.2,2579.7,0.0,0.0,,
B_curved,1,curved,0.1,0.0002,optical,50.65,False,1.07,,2608.3,2596.9,2603.1,2590.7,0.0,0.0,,
B_curved,1,curved,0.2,0.0001,optical,48.13,False,2.15,,2613.7,2596.0,2604.0,2619.0,0.0,0.0,,
B_curved,1,curved,0.3,0.0007,optical,41.11,False,3.23,,2597.5,2595.0,2605.0,2644.3,0.0,0.0,,
B_curved,1,curved,0.4,0.0012,optical,37.41,False,4.31,,2568.1,2594.2,2605.8,2652.1,0.0,0.0,,
B_curved,1,curved,0.5,0.0013,optical,36.6,False,5.39,,2545.6,2593.3,2606.7,2638.0,0.0,0.0,,
B_curved,1,curved,0.6,0.001,optical,38.27,False,6.46,,2544.4,2592.6,2607.4,2614.6,0.0,0.0,,
B_curved,1,curved,0.7,0.0006,optical,42.45,False,7.53,,2564.2,2591.9,2608.1,2602.6,0.0,0.0,,
B_curved,1,curved,0.8,0.0004,optical,45.91,False,8.61,,2586.7,2591.3,2608.7,2613.8,0.0,0.0,,
B_curved,1,curved,0.9,0.0007,optical,41.16,False,9.68,,2593.0,2590.8,2609.2,2640.3,0.0,0.0,,
B_curved,1,curved,1.0,0.0013,optical,36.58,False,10.75,,2576.4,2590.4,2609.6,2664.5,0.0,0.0,,
B_curved,1,curved,1.1,0.0017,optical,34.46,False,11.83,,2548.7,2590.1,2609.9,2667.2,0.0,0.0,,
B_curved,1,curved,1.2,0.0017,optical,34.48,False,12.9,,2530.7,2589.9,2610.1,2648.1,0.0,0.0,,
B_curved,1,curved,1.3,0.0013,optical,36.57,False,13.98,,2535.5,2589.9,2610.1,2622.5,0.0,0.0,,
B_curved,1,curved,1.4,0.0008,optical,40.69,False,15.05,,2559.6,2589.9,2610.1,2610.4,0.0,0.0,,
B_curved,1,curved,1.5,0.0006,optical,43.5,False,16.12,,2584.1,2590.1,2609.9,2621.6,0.0,0.0,,
B_curved,1,curved,1.6,0.0009,optical,39.57,False,17.18,,2589.8,2590.3,2609.7,2648.2,0.0,0.0,,
B_curved,1,curved,1.7,0.0013,optical,36.19,False,18.25,,2572.1,2590.7,2609.3,2665.7,0.0,0.0,,
B_curved,1,curved,1.8,0.0016,optical,34.97,False,19.32,,2547.4,2591.2,2608.8,2659.6,0.0,0.0,,
B_curved,1,curved,1.9,0.0014,optical,35.97,False,20.4,,2537.2,2591.8,2608.2,2634.9,0.0,0.0,,
B_curved,1,curved,2.0,0.0009,optical,39.27,False,21.49,,2548.6,2592.5,2607.5,2608.9,0.0,0.0,,
B_curved,1,curved,2.1,0.0003,optical,46.67,False,22.55,,2578.0,2593.2,2606.8,2597.7,0.0,0.0,,
B_curved,1,curved,2.2,0.0002,optical,51.17,False,23.62,,2603.2,2594.0,2606.0,2611.2,0.0,0.0,,
B_curved,1,curved,2.3,0.0003,optical,45.42,False,24.74,,2608.5,2594.9,2605.1,2628.3,0.0,0.0,,
B_curved,1,curved,2.4,0.0,optical,50.54,False,26.32,,2588.8,2595.8,2604.2,2587.4,0.0,0.0,,
B_curved,1,curved,2.5,0.0003,optical,44.71,False,27.75,,2568.6,2596.7,2603.3,2589.3,0.0,0.0,,
